,name,ufc_record,nickname,height,reach,weight,stance,DOB,SLpM,SApM,Str_Acc_pct,Str_Def_pct,TD_Avg,TD_Acc_pct,TD_Def_pct,Sub_Avg
713,Luke Cummo, 6-6-0,," 6' 0"""," 74""",170, Orthodox," Apr 27, 1980",1.74,1.5,43.0,59.0,0.89,55.0,42.0,1.4
714,Hugo Cunha, 6-0-0,SILVERBACK," 6' 4""", --,250,," Feb 04, 1993",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,Alton Cunningham, 4-2-0,THE BO-MAN," 6' 2"""," 77""",205, Orthodox," Jun 24, 1993",3.33,4.94,75.0,20.0,1.67,10.0,100.0,0.0
716,Larry Cureton, 0-2-0,," 6' 2""", --,240, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,Jeff Curran, 36-18-1,BIG FROG," 5' 6"""," 69""",135, Orthodox," Sep 02, 1977",1.54,2.48,31.0,60.0,0.35,12.0,35.0,1.2
718,Kailin Curran, 4-5-0,," 5' 4"""," 65""",115, Orthodox," Apr 11, 1991",3.89,4.75,43.0,53.0,2.0,57.0,61.0,0.6
719,Pat Curran, 22-7-0,PADDY MIKE," 5' 9""", --,145,," Aug 31, 1987",4.7,4.4,58.0,63.0,2.5,62.0,66.0,0.0
720,Chris Curtis, 19-5-0,ACTION-MAN," 5' 10""", --,170, Orthodox," Jul 15, 1987",7.23,5.34,70.0,60.0,0.0,0.0,0.0,0.0
721,Ion Cutelaba, 15-6-1 (1 NC),THE HULK," 6' 1"""," 75""",205, Southpaw," Dec 14, 1993",5.03,3.8,40.0,47.0,3.69,57.0,78.0,0.0
722,Gleidson Cutis, 7-4-0,PONEY," 5' 9""", --,155, Orthodox," Feb 07, 1989",2.99,8.28,52.0,59.0,0.0,0.0,0.0,0.0
723,Sarah D'alelio, 11-7-0,THE MONSTER," 5' 7""", --,145,," Dec 13, 1980",2.4,0.0,33.0,100.0,0.0,0.0,100.0,0.0
724,Marcos da Matta, 11-3-0,PARRUMPINHA," 5' 4""", --,145,," Mar 18, 1973",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,Henrique da Silva, 14-5-0,FRANKENSTEIN," 6' 3"""," 76""",205, Orthodox," Sep 01, 1989",3.89,5.28,60.0,40.0,0.25,14.0,22.0,0.2
726,Alex Da Silva, 21-3-0,LEKO," 5' 8"""," 73""",155, Orthodox," Feb 04, 1996",2.07,2.65,46.0,55.0,2.75,43.0,77.0,0.4
727,Henrique Da Silva Lopes, 5-2-0,MONTANHA," 6' 3""", --,240,," Mar 08, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,Nicolas Dalby, 19-4-1 (2 NC),DANISH DYNAMITE," 5' 11"""," 74""",170, Orthodox," Nov 16, 1984",3.26,3.56,38.0,54.0,1.25,29.0,65.0,0.0
729,Paul Daley, 39-15-2,SEMTEX," 5' 9"""," 76""",170, Orthodox," Feb 21, 1983",3.14,2.37,47.0,60.0,0.91,40.0,64.0,0.0
730,Dave Dalgliesh, 30-19-2,," 6' 2""", --,205, Orthodox," Apr 05, 1978",0.0,1.85,0.0,50.0,0.0,0.0,0.0,0.0
731,Richard Dalton, 4-3-1,," 6' 1""", --,205, Orthodox, --,1.2,3.27,69.0,25.0,1.0,11.0,0.0,0.0
732,Aisling Daly, 16-6-0,AIS THE BASH," 5' 2"""," 64""",115, Orthodox," Dec 24, 1987",2.92,1.4,52.0,55.0,2.15,41.0,33.0,0.9
733,Marko Damiani, 0-2-0,," 6' 0""", --,170,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,Leonardo Damiani, 10-2-1,PUPPY," 5' 10""", --,170,," Aug 30, 1990",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,Rodrigo Damm, 13-9-0,," 5' 7"""," 71""",155, Orthodox," Feb 03, 1980",3.5,5.61,36.0,57.0,0.44,16.0,80.0,0.3
736,Carina Damm, 2-13-0,BEAUTY BUT THE BEAST," 5' 4""", --,135,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,Danaa Batgerel, 9-2-0,STORM," 5' 7"""," 70""",135, Orthodox," Jul 04, 1989",5.78,2.65,39.0,58.0,0.0,0.0,57.0,0.0
738,Cindy Dandois, 8-3-0,BATTLECAT," 5' 7""", --,135, Orthodox," Oct 26, 1984",3.13,3.4,32.0,58.0,5.0,55.0,0.0,0.0
739,Jarjis Danho, 7-1-1 (1 NC),MAN MOUNTAIN," 6' 3"""," 74""",265, Orthodox," Oct 15, 1983",3.38,5.25,50.0,49.0,0.51,16.0,100.0,0.0
740,Raymond Daniels, 0-1-0,," 6' 2""", --,185, Southpaw, --,0.0,2.61,0.0,38.0,0.0,0.0,33.0,3.0
741,Marques Daniels, 5-5-0,, --, --,155,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,Alexandre Dantas, 0-3-0,CAFE," 6' 2""", --,238, Orthodox," Mar 01, 1979",0.21,1.87,25.0,60.0,0.0,0.0,0.0,3.1
743,Eduardo Dantas, 20-4-0,DUDU," 5' 10""", --,135,," Feb 03, 1989",3.33,3.0,60.0,60.0,4.0,23.0,100.0,0.0
744,Mac Danzig, 21-12-1,," 5' 8"""," 70""",155, Orthodox," Jan 02, 1980",3.39,3.44,48.0,57.0,1.2,37.0,46.0,0.6
745,Karen Darabedyan, 13-6-0,," 5' 7"""," 68""",155, Orthodox," Dec 18, 1986",3.43,2.62,51.0,67.0,2.14,75.0,0.0,0.0
746,Beneil Dariush, 21-4-1,," 5' 10"""," 72""",155, Southpaw," May 06, 1989",3.8,2.58,49.0,58.0,2.11,34.0,81.0,1.0
747,Sean Daugherty, 0-2-0,," 6' 0""", --,175,," Dec 04, 1975",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,Kyle Daukaus, 10-2-0,," 6' 3"""," 76""",185, Southpaw," Feb 27, 1993",3.23,2.72,53.0,39.0,1.75,29.0,85.0,1.2
749,Chris Daukaus, 11-3-0,," 6' 3"""," 76""",250, Orthodox," Sep 25, 1989",11.78,3.22,61.0,65.0,0.0,0.0,100.0,0.0
750,Brian Davidson, 13-4-0,," 5' 6""", --,145,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,Rick Davis, 3-1-1,THE FLYING SQUIRREL," 5' 9""", --,155, Orthodox, --,3.09,6.19,50.0,64.0,0.0,0.0,0.0,0.0
752,Marcus Davis, 22-11-0 (1 NC),THE IRISH HAND GRENADE," 5' 10"""," 70""",170, Southpaw," Aug 24, 1973",2.72,2.79,39.0,65.0,1.6,48.0,47.0,1.4
753,LC Davis, 23-8-0,," 5' 8"""," 69""",135, Southpaw," Oct 28, 1980",2.04,2.1,30.0,59.0,2.27,46.0,66.0,0.2
754,Phil Davis, 17-4-0 (1 NC),MR. WONDERFUL," 6' 2"""," 79""",205, Orthodox," Sep 25, 1984",2.85,1.33,34.0,72.0,2.99,38.0,72.0,0.6
755,Lemont Davis, 2-6-0,," 5' 8""", --,170, Orthodox, --,0.87,1.27,54.0,55.0,1.0,50.0,0.0,1.0
756,Mike Davis, 2-0-0,, --, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,Justin Davis, 13-16-0,DANGEROUS," 5' 11""", --,205,," Apr 01, 1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,Alexis Davis, 20-11-0,," 5' 6"""," 68""",135, Orthodox," Oct 04, 1984",4.55,4.5,47.0,55.0,0.94,42.0,34.0,0.7
759,Danny Davis, 13-11-1,," 6' 2""", --,170,," Jul 28, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,Brandon Davis, 10-8-0,KILLER B," 5' 10"""," 72""",135, Orthodox," May 08, 1990",4.65,4.33,35.0,60.0,0.71,45.0,56.0,0.1
761,Mike Davis, 9-2-0,BEAST BOY," 6' 0"""," 72""",145, Orthodox," Oct 07, 1992",6.24,6.76,53.0,57.0,1.39,33.0,69.0,0.0
762,Hakeem Dawodu, 12-2-1,MEAN," 5' 8"""," 73""",145, Orthodox," Jul 02, 1991",4.72,2.39,46.0,62.0,0.0,0.0,67.0,0.0
763,Grant Dawson, 17-1-0,KGD," 5' 10"""," 72""",145, Switch," Feb 20, 1994",3.4,2.1,48.0,51.0,3.44,34.0,40.0,1.6
764,Jason Day, 19-12-0,DOOMS," 6' 0"""," 72""",185, Orthodox," May 19, 1981",3.61,3.46,54.0,47.0,1.13,100.0,0.0,0.0
765,Martin Day, 8-6-0,THE SPARTAN," 5' 10"""," 73""",145, Orthodox," Nov 10, 1988",3.97,3.79,45.0,53.0,0.72,60.0,65.0,0.5
766,Angel De Anda, 18-6-0,THE DREAM," 5' 9""", --,225, Orthodox," May 28, 1985",5.68,6.32,46.0,47.0,0.0,0.0,0.0,0.0
767,Yorgan De Castro, 6-3-0,THE MAD TITAN," 6' 0"""," 74""",250, Orthodox," Dec 19, 1986",2.46,3.85,43.0,53.0,0.0,0.0,77.0,0.0
768,Geraldo de Freitas, 12-6-0,SPARTAN," 5' 7"""," 72""",135, Orthodox," Sep 30, 1991",3.67,2.62,52.0,50.0,3.0,45.0,59.0,0.0
769,Philip De Fries, 12-6-0 (1 NC),," 6' 5"""," 79""",250, Orthodox," Apr 21, 1986",2.3,3.0,47.0,37.0,3.29,42.0,100.0,0.6
770,Chris de la Rocha, 5-3-0,," 6' 3"""," 80""",250, Orthodox," May 15, 1979",4.08,6.37,45.0,43.0,2.02,30.0,33.0,1.0
771,Montana De La Rosa, 12-6-1,," 5' 7"""," 68""",125, Orthodox," Feb 14, 1995",2.87,3.17,37.0,45.0,2.25,31.0,57.0,1.1
772,Mark De La Rosa, 11-5-0,BUMBLEBEE," 5' 6"""," 65""",135, Orthodox," Aug 31, 1994",3.13,5.0,35.0,48.0,0.54,13.0,40.0,0.2
773,Mike de la Torre, 14-7-0 (1 NC),EL CUCUY," 5' 11"""," 71""",145, Orthodox," Sep 22, 1986",3.21,4.75,39.0,51.0,0.36,16.0,83.0,0.0
774,Rodrigo de Lima, 8-3-1,MONSTRO," 5' 7""", --,155, Orthodox," Mar 12, 1991",1.29,5.5,33.0,32.0,2.66,36.0,0.0,1.3
775,Edilberto de Oliveira, 29-15-2,CROCOTA," 6' 0""", --,170, Orthodox," Nov 22, 1982",4.12,6.79,32.0,61.0,0.0,0.0,0.0,0.0
776,Johil de Oliveira, 17-15-1 (1 NC),," 5' 6""", --,170, Orthodox, --,0.51,0.73,34.0,58.0,1.1,50.0,44.0,0.6
777,Jorge de Oliveira, 9-2-0,BLADE," 5' 8""", --,155, Orthodox," Jan 22, 1980",1.26,4.84,31.0,48.0,0.0,0.0,22.0,0.0
778,Maria De Oliveira Neta, 10-5-0,," 5' 5""", --,115, Orthodox," Dec 12, 1996",2.62,11.48,42.0,23.0,0.0,0.0,0.0,0.0
779,Isabela de Padua, 5-2-0,BELINHA," 5' 3"""," 64""",125, Orthodox," Sep 04, 1991",1.0,2.07,35.0,50.0,2.0,66.0,0.0,1.0
780,Gloria de Paula, 5-4-0,GLORINHA," 5' 5"""," 67""",115, Orthodox," Jun 10, 1995",3.39,1.52,54.0,65.0,0.0,0.0,66.0,1.0
781,Germaine de Randamie, 10-4-0,THE IRON LADY," 5' 9"""," 71""",135, Orthodox," Apr 24, 1984",2.72,2.14,46.0,65.0,0.0,0.0,69.0,0.4
782,Crezio de Souza, 1-2-0,, --, --,170, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,Tom DeBlass, 9-2-0,," 6' 0""", --,185, Orthodox," May 14, 1982",1.5,4.43,35.0,37.0,1.0,50.0,28.0,0.5
784,Issac DeJesus, 12-7-1 (1 NC),, --, --,145,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,Rafael Del Real, 6-20-0,," 5' 11""", --,225,, --,5.58,0.0,40.0,0.0,20.93,100.0,100.0,0.0
786,Shane del Rosario, 11-2-0,," 6' 4""", --,250, Southpaw," Sep 23, 1983",3.93,2.97,60.0,54.0,1.2,40.0,16.0,2.4
787,Humberto DeLeon, 7-7-0,, --, --,135,," Nov 12, 1989",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,Rolando Delgado, 11-6-1,ROLI," 6' 3"""," 77""",155, Orthodox," Nov 22, 1981",1.56,1.83,40.0,62.0,1.17,22.0,0.0,3.5
789,Israel Delgado, 0-2-0,," 5' 10""", --,155,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,Ante Delija, 17-3-0,WALKING TROUBLE," 6' 4""", --,245, Orthodox," Aug 07, 1990",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,Jack Della, 9-2-0,," 5' 11""", --,170,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,Roland Delorme, 9-5-0 (1 NC),," 5' 9"""," 71""",135, Orthodox," Dec 18, 1983",2.28,4.32,44.0,40.0,2.51,34.0,42.0,1.6
793,Jon Delos Reyes, 8-5-0,THE HEAT," 5' 6"""," 67""",125, Orthodox," Aug 19, 1987",2.99,4.14,38.0,51.0,3.2,83.0,55.0,1.9
794,Jason DeLucia, 33-21-1,," 5' 11""", --,190, Southpaw," Jul 24, 1969",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,Justin DeMoney, 15-7-1,, --, --,170,," Jul 01, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,Vanessa Demopoulos, 5-2-0,LIL MONSTER," 5' 2"""," 59""",115, Orthodox," Sep 22, 1988",1.6,3.13,41.0,50.0,0.0,0.0,0.0,2.0
797,Chris Dempsey, 11-5-0,," 5' 10"""," 72""",185, Orthodox," Sep 08, 1987",2.25,2.82,32.0,65.0,2.64,23.0,16.0,0.0
798,Nick Denis, 11-3-0,THE NINJA OF LOVE," 5' 7""", --,135, Orthodox," Oct 11, 1983",6.54,5.42,53.0,36.0,2.8,100.0,80.0,0.0
799,Thomas Denny, 27-21-1,THE WILDMAN," 5' 10""", --,170, Orthodox," Apr 19, 1971",2.36,4.69,45.0,40.0,1.48,17.0,42.0,1.5
800,Robert Densley, 9-10-0,THE WRECKER," 5' 9""", --,155,, --,1.81,0.4,47.0,60.0,0.0,0.0,50.0,0.0
801,Jason Dent, 22-13-0,DYNAMITE," 5' 10"""," 71""",155, Orthodox," Jun 12, 1980",2.01,3.7,39.0,62.0,0.0,0.0,26.0,1.4
802,Mackenzie Dern, 11-1-0,," 5' 4"""," 63""",115, Orthodox," Mar 24, 1993",3.64,3.57,38.0,61.0,0.51,10.0,0.0,2.3
803,Booker DeRousse, 6-5-0,," 6' 2""", --,205,," Mar 23, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,Tony DeSouza, 11-4-0,," 6' 0"""," 70""",170, Southpaw," Jul 26, 1974",1.12,1.57,52.0,41.0,2.25,42.0,40.0,1.5
805,Cory Devela, 16-7-0,THE ONE," 5' 0""", --,185, Orthodox, --,4.07,4.0,41.0,47.0,1.07,12.0,62.0,0.0
806,John Devine, 6-4-0,, --, --,--,, --,1.52,2.28,18.0,57.0,0.0,0.0,0.0,0.0
807,Edwin DeWees, 38-17-0 (1 NC),BABYFACE," 6' 1""", --,185, Orthodox," Aug 07, 1982",1.53,6.19,33.0,39.0,2.18,66.0,0.0,3.3
808,Alessio Di Chirico, 13-5-0,MANZO," 6' 0"""," 74""",185, Orthodox," Dec 12, 1989",3.3,3.24,41.0,62.0,1.62,45.0,83.0,0.0
809,Micol Di Segni, 7-3-0,," 5' 3"""," 60""",115, Orthodox," Dec 29, 1987",7.47,5.87,40.0,33.0,0.0,0.0,37.0,0.0
810,Cyrille Diabate, 19-10-1,THE SNAKE," 6' 6"""," 81""",205, Southpaw," Oct 06, 1973",4.06,1.78,71.0,60.0,1.17,83.0,53.0,0.2
811,Thomas Diagne, 6-6-1,," 6' 1""", --,154,," Sep 03, 1983",4.53,4.53,48.0,63.0,2.0,100.0,66.0,0.0
812,Marc Diakiese, 14-4-0,BONECRUSHER," 5' 10"""," 73""",155, Orthodox," Mar 16, 1993",3.08,2.79,39.0,54.0,2.16,36.0,62.0,0.0
813,Tyler Diamond, 9-1-0,," 5' 7"""," 69""",145, Orthodox," Mar 18, 1991",3.4,2.53,47.0,44.0,3.0,75.0,70.0,0.0
814,Eldo Xavier Dias, 0-1-0,," 5' 11""", --,180,," Jul 16, 1964",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,Rafael Dias, 17-12-2,," 5' 9""", --,145, Orthodox," Oct 20, 1979",1.13,2.19,27.0,60.0,3.17,47.0,100.0,1.2
816,Hacran Dias, 23-6-1,BARNABE," 5' 8"""," 69""",155, Orthodox," Jun 16, 1984",2.08,3.31,41.0,55.0,2.5,39.0,76.0,0.5
817,Nick Diaz, 26-9-0 (2 NC),," 6' 1"""," 76""",185, Southpaw," Aug 02, 1983",5.43,3.56,42.0,61.0,1.32,33.0,60.0,1.0
818,Nate Diaz, 21-13-0,," 6' 0"""," 76""",170, Southpaw," Apr 16, 1985",4.51,3.73,45.0,52.0,1.1,30.0,41.0,1.3
819,Michael Diaz, 1-2-0,, --, --,260,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,Ryan Diaz, 13-14-0,, --, --,145,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,Adrian Diaz, 11-4-1,," 5' 10""", --,145, Southpaw," Apr 26, 1988",0.48,3.84,42.0,51.0,2.4,50.0,0.0,0.0
822,Mark Dickman, 11-3-0,TRICKY," 5' 9""", --,145,," Jul 19, 1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,Josh Diekmann, 15-8-0 (1 NC),THE FREIGHT TRAIN," 5' 4""", --,246,," Oct 09, 1976",0.28,8.17,5.0,25.0,0.0,0.0,0.0,0.0
824,Kyle Dietz, 5-2-0,," 5' 8""", --,135, Orthodox," Apr 29, 1986",1.82,2.08,45.0,62.0,0.0,0.0,0.0,0.0
825,Seth Dikun, 9-8-0,," 5' 10"""," 69""",135, Orthodox," Aug 05, 1980",1.45,2.18,26.0,55.0,0.0,0.0,45.0,0.9
826,TJ Dillashaw, 18-4-0,," 5' 6"""," 67""",135, Orthodox," Feb 07, 1986",5.26,3.27,41.0,63.0,1.63,30.0,86.0,0.8
827,Ralph Dillon, 0-2-1,RAGE," 6' 2""", --,205, Orthodox, --,0.34,0.69,14.0,60.0,0.0,0.0,0.0,0.0
828,Drew Dimanlig, 3-4-0,, --, --,185,, --,3.7,3.17,73.0,20.0,0.0,0.0,0.0,0.0
829,Rodolfo Marques Diniz, 23-9-1,," 5' 6""", --,135,," Jan 23, 1984",1.08,2.36,32.0,33.0,0.0,0.0,50.0,1.8
830,Helio Dipp, 6-3-0,," 6' 5""", --,185, Orthodox, --,0.6,1.8,25.0,62.0,0.0,0.0,50.0,0.0
831,Rico DiSciullo, 9-2-0 (1 NC),," 5' 8""", --,135, Orthodox," Oct 12, 1986",1.71,4.41,33.0,56.0,0.0,0.0,0.0,0.0
832,Matt Dixon, 9-1-0,MAGIC," 5' 10"""," 75""",170, Switch," Oct 09, 1995",1.97,4.56,43.0,37.0,3.06,30.0,0.0,0.0
833,John Dixson, 15-22-0,BIG JOHN," 6' 0""", --,275, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,Anthony Do, 4-2-0,," 5' 4""", --,125,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,Russell Doane, 15-8-0,," 5' 7"""," 70""",135, Orthodox," Aug 13, 1986",1.75,1.68,40.0,53.0,2.11,45.0,52.0,0.8
836,Drew Dober, 23-11-0 (1 NC),," 5' 8"""," 70""",155, Southpaw," Oct 19, 1988",4.38,4.08,40.0,52.0,0.82,18.0,55.0,0.1
837,Shana Dobson, 4-5-0,DANGER," 5' 6"""," 69""",125, Orthodox," Mar 30, 1989",3.34,5.2,37.0,50.0,0.84,50.0,14.0,0.0
838,AJ Dobson, 5-0-0 (1 NC),," 6' 2""", --,170,," Jan 18, 1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,David Dodd, 4-7-0,," 6' 2""", --,200, Orthodox," Sep 22, 1973",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,John Dodson, 22-12-0,THE MAGICIAN," 5' 3"""," 66""",135, Orthodox," Sep 26, 1984",3.2,3.58,40.0,61.0,0.71,28.0,82.0,0.0
841,Joe Doerksen, 51-16-0,EL DIRTE," 6' 0"""," 75""",185, Orthodox," Oct 09, 1977",1.43,2.79,42.0,50.0,2.02,33.0,33.0,2.3
842,Mike Dolce, 5-10-0,SKULL CRACKER," 5' 11""", --,185,," Apr 15, 1976",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,Roman Dolidze, 9-1-0,," 6' 2"""," 76""",205, Orthodox," Jul 15, 1988",2.36,1.4,48.0,64.0,2.74,52.0,37.0,1.5
844,Cameron Dollar, 11-5-0,," 5' 11""", --,155, Orthodox," May 12, 1987",5.04,2.94,38.0,61.0,0.0,0.0,0.0,0.0
845,CB Dollaway, 17-9-0,THE DOBERMAN," 6' 2"""," 76""",185, Orthodox," Aug 10, 1983",2.65,2.58,47.0,54.0,3.55,54.0,62.0,1.2
846,Dennis Dombrow, 7-5-0 (1 NC),, --, --,145,," Mar 17, 1986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,OJ Dominguez, 0-1-0,, --, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,John Donaldson, 2-2-0,J.T.," 5' 8""", --,145,," Jul 09, 1992",1.21,4.22,23.0,51.0,0.0,0.0,0.0,0.0
849,Cody Donovan, 8-5-0,DONNYBROOK," 6' 3"""," 74""",205, Orthodox," Feb 20, 1981",5.61,5.44,59.0,45.0,1.67,28.0,0.0,1.7
850,Houston Dorr, 1-2-0,," 6' 1""", --,210, Orthodox, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,Rafael Dos Anjos, 30-13-0,," 5' 8"""," 70""",155, Southpaw," Oct 26, 1984",3.49,3.22,46.0,61.0,1.93,37.0,58.0,0.6
852,Junior Dos Santos, 21-9-0,CIGANO," 6' 4"""," 77""",238, Orthodox," Jan 30, 1984",4.49,3.33,47.0,56.0,0.3,50.0,81.0,0.1
853,Geronimo dos Santos, 39-19-0,MONDRAGON," 6' 3""", --,264, Orthodox," Aug 17, 1980",1.09,8.73,33.0,41.0,0.0,0.0,33.0,0.0
854,Antonio Dos Santos, 6-4-0,JUNIOR ALPHA," 5' 10""", --,185, Orthodox," Jul 21, 1988",5.4,3.94,51.0,43.0,0.0,0.0,100.0,0.0
855,Anderson Dos Santos, 21-8-0,BERINJA," 5' 5"""," 70""",135, Orthodox," Jul 24, 1985",2.66,4.8,28.0,55.0,1.3,18.0,66.0,0.9
856,Tiago dos Santos e Silva, 20-7-2 (1 NC),TRATOR," 5' 9"""," 70""",145, Orthodox," Apr 12, 1987",3.69,4.23,35.0,59.0,0.63,11.0,33.0,0.3
857,Oleksandr Doskalchuk, 10-2-0,," 5' 6""", --,125, Southpaw," Mar 13, 1990",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,David Douglas, 9-7-0,TARZAN," 5' 11""", --,155,," Aug 16, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859,Damion Douglas, 4-1-0,, --, --,170,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,John Dowdy, 0-1-0,, --, --,--,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,Jordan Dowdy, 4-3-0,, --, --,170,, --,2.11,2.63,44.0,50.0,0.0,0.0,0.0,0.0
862,Danny Downes, 8-3-0,," 6' 0"""," 72""",155, Orthodox," Apr 08, 1986",1.66,3.53,34.0,37.0,0.0,0.0,37.0,0.5
863,Derek Downey, 11-4-0,," 6' 1""", --,185, Orthodox," Apr 27, 1980",0.32,3.36,100.0,12.0,2.4,16.0,0.0,0.0
864,John Doyle, 11-22-0 (1 NC),THE IRON BULL," 5' 11""", --,205, Orthodox," Nov 21, 1976",3.5,10.51,44.0,27.0,0.0,0.0,0.0,0.0
865,Edson Drago, 11-7-0,," 6' 4""", --,220, Orthodox," Aug 29, 1977",1.16,2.39,40.0,36.0,0.0,0.0,55.0,0.0
866,Kyle Driscoll, 12-3-0,KD," 5' 11"""," 74""",145, Orthodox," Sep 23, 1994",2.73,2.6,32.0,58.0,2.0,18.0,0.0,0.0
867,Chris Drumm, 0-1-0 (1 NC),," 5' 8""", --,145,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,Tomasz Drwal, 21-5-1,GORILLA," 6' 1"""," 76""",205, Orthodox," Jan 22, 1982",3.29,2.26,38.0,57.0,3.55,60.0,82.0,0.4
869,Robert Drysdale, 7-0-0 (1 NC),," 6' 3""", --,205, Orthodox," Oct 05, 1981",0.0,0.0,0.0,0.0,7.32,100.0,0.0,21.9
870,Dricus Du Plessis, 16-2-0,STILLKNOCKS," 6' 1"""," 76""",185, Switch," Jan 14, 1994",5.07,2.39,48.0,68.0,2.99,50.0,0.0,0.0
871,Hugo Duarte, 6-3-0,," 6' 0""", --,240, Orthodox," Aug 09, 1968",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872,Antonio Duarte, 19-7-0,TIGRE," 5' 7""", --,135,, --,4.55,4.18,40.0,57.0,0.0,0.0,60.0,0.0
873,Joe Duarte, 10-4-0,, --, --,155,," Jan 25, 1977",2.27,4.0,38.0,53.0,3.0,50.0,69.0,1.0
874,Milana Dudieva, 11-6-0,," 5' 3""", --,135, Orthodox," Aug 04, 1989",0.87,3.43,31.0,58.0,2.34,45.0,0.0,0.0
875,Adin Duenas, 6-1-0,," 5' 6""", --,145,," Jul 02, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,Todd Duffee, 9-3-0 (1 NC),," 6' 3"""," 78""",260, Orthodox," Dec 06, 1985",5.93,2.87,37.0,56.0,0.72,25.0,90.0,0.0
877,Joe Duffy, 16-5-0,IRISH," 5' 10"""," 73""",155, Orthodox," Feb 18, 1988",2.68,3.78,34.0,54.0,0.96,66.0,64.0,0.7
878,Alexis Dufresne, 6-3-0,SNEAKY ZEBRA," 5' 9""", --,135, Orthodox," Aug 31, 1990",1.33,3.33,27.0,60.0,1.5,50.0,50.0,0.0
879,Jessamyn Duke, 3-5-0 (1 NC),THE GUN," 5' 11"""," 73""",135, Orthodox," Jun 24, 1986",4.83,4.43,53.0,57.0,1.27,36.0,50.0,1.9
880,Kelly Dullanty, 4-2-0,PSYCHO," 5' 8""", --,155, Orthodox," Nov 04, 1977",0.0,0.67,0.0,75.0,0.0,0.0,66.0,0.0
881,Norma Dumont, 6-1-0,THE IMMORTAL," 5' 7"""," 67""",145, Orthodox," Oct 01, 1990",4.98,2.86,53.0,67.0,1.79,40.0,100.0,0.0
882,Chris Duncan, 7-0-0,THE PROBLEM," 6' 0""", --,155,, --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883,Evan Dunham, 18-9-1,," 5' 10"""," 70""",155, Southpaw," Dec 18, 1981",5.33,3.54,39.0,61.0,1.82,33.0,79.0,1.0
884,Alex Dunworth, 2-2-0 (1 NC),," 5' 8""", --,155,, --,1.94,8.71,31.0,35.0,0.0,0.0,50.0,0.0
885,Tom Duquesnoy, 16-2-0 (1 NC),FIRE KID," 5' 7"""," 68""",135, Orthodox," Jun 21, 1993",3.83,5.3,45.0,62.0,0.42,25.0,46.0,0.0
